DO Number,Referenzbeleg,Date,Client Order Reference,Courier,Tracking Reference,Comission,Comission 2,
KL597919,KA529602,08.08.19,306-4707155-3827503,GLS Normalpaket,352559723725,16836883922675,,,
KL598262,KA529551,08.08.19,305-8970872-3037103,DPD Predict,01345057491506,45384666040443,,,
KL598109,KA529862,08.08.19,4295345301-A-1,GLS Normalpaket,352559723541,,,,
KL598163,KA529819,08.08.19,4294074303-A-1,GLS Normalpaket,352559723732,,,,
KL598108,KA529863,08.08.19,4295411602-A-1,GLS Normalpaket,352559723558,,,,
KL598105,KA529866,08.08.19,4295469901-A-1,GLS Normalpaket,352559723565,,,,
KL597796,KA529719,08.08.19,407-5981838-4185956,GLS Normalpaket,352559723589,06281881159395,,,
KL597861,KA529655,08.08.19,402-8230560-9536349,GLS Normalpaket,352559723596,29169552286499,,,
KL597504,KA529212,08.08.19,302-1876676-3381109,GLS Normalpaket,352559723770,36777211554675,,,
KL598320,KA529322,08.08.19,303-4252979-3609910,DPD Predict,01345057491507,68478065020619,,,
KL598324,KA529318,08.08.19,303-3823573-9674764,DPD Predict,01345057491637,61816598288483,,,
KL592278,KA516607,08.08.19,306-1436996-3236318,DPD Predict,01345057491633,42492429450027,,,
KL597456,KA529124,08.08.19,028-3685505-4069147,GLS Normalpaket,352559723824,00619382930331,,,
KL597777,KA529342,08.08.19,303-6998331-6178707,GLS Normalpaket,352559723749,38958570970475,,,
KL597778,KA529342,08.08.19,303-6998331-6178707,GLS Normalpaket,352559723756,38958570970475,,,
KL597888,KA529629,08.08.19,306-7825300-2055516,GLS Normalpaket,352559723763,62617080583907,,,
KL597505,KA529212,08.08.19,302-1876676-3381109,GLS Normalpaket,352559723787,36777211554675,,,
KL597887,KA529629,08.08.19,306-7825300-2055516,GLS Normalpaket,352559723794,62617080583907,,,
KL598353,KA529292,08.08.19,303-0913843-0937952,DPD Predict,01345057491477,02529805198187,,,
KL597540,KA529179,08.08.19,171-0633872-4750761,GLS Normalpaket,352559723800,58054420104203,,,
KL597494,KA529222,08.08.19,302-3647329-6634744,GLS Normalpaket,352559724029,09077916017787,,,
KL597561,KA529159,08.08.19,028-8372720-4300329,GLS Normalpaket,352559723817,13390114828395,,,
KL592685,KA525550,08.08.19,1090362035,DPD Predict,01345056172746,,,,
KL597845,KA529671,08.08.19,403-8366715-2001143,GLS Normalpaket,352559723831,63497769754811,,,
KL597940,KA529582,08.08.19,306-1955516-9185122,GLS Normalpaket,352559723855,36598309031123,,,
KL598445,KA529968,08.08.19,028-0045723-5853941,DPD Predict,01345057491478,24641789255851,,,
KL598179,KA529805,08.08.19,4293830001-A-1,GLS Normalpaket,352559723848,,,,
KL598129,KA529846,08.08.19,4294822502-A-1,GLS Normalpaket,352559723886,,,,
KL598195,KA529793,08.08.19,4292083403-A-1,GLS Normalpaket,352559724005,,,,
KL585602,KA517315,08.08.19,2454028030,DPD Predict,01345057491641,,,,
KL585592,KA517325,08.08.19,2454506640,DPD Predict,01345057491636,,,,
KL597297,KA528417,08.08.19,1090735623,GLS Normalpaket,352560297154,,,,
KL597298,KA528417,08.08.19,1090735623,GLS Normalpaket,352560297161,,,,
KL591273,KA522588,08.08.19,sand-M5ZRFH4,,143233966138,,,,
KL592067,KA525028,08.08.19,sand-122631287329-2138559229002,,143233966251,,,,
KL592262,KA525179,08.08.19,sand-122631287329-2138373236002,,143233966305,,,,
KL591914,KA523047,08.08.19,sand-M674GH4,,143233966237,,,,
KL592429,KA525472,08.08.19,1090233101,DPD Predict,01345056172745,,,,
KL594610,KA523341,08.08.19,028-7509232-7833137,,143233967258,59466609248531,,,
KL588249,KA519626,08.08.19,302-1467054-7334701,,143233966008,61524359352115,,,
KL590239,KA521663,08.08.19,2464037070,,143233966114,,,,
KL597934,KA529587,08.08.19,306-2455976-0857931,DPD Predict,01345057491510,29127921173683,,,
KL587695,KA520062,08.08.19,306-9428553-6350762,,143233965971,60466770687779,,,
KL589328,KA521339,08.08.19,306-9029642-9932363,,143233966787,15031526012787,,,
KL589453,KA521234,08.08.19,305-9152403-4519565,,143233966800,44738208597395,,,
KL598261,KA529552,08.08.19,305-9056923-7174756,DPD Predict,01345057491511,66180547685675,,,
KL598432,KA529976,08.08.19,028-1330589-9327527,DPD Predict,01345057491587,04945605280827,,,
KL597949,KA529573,08.08.19,306-1309428-3405109,DPD Predict,01345057491553,06182885237411,,,
KL598013,KA529953,08.08.19,1090862071,DPD Predict,01345056172757,,,,
KL598017,KA529949,08.08.19,1090856243,DPD Predict,01345056172758,,,,
KL598418,KA529987,08.08.19,028-2175061-7727533,DPD Predict,01345057491595,31963086420563,,,
KL598349,KA529296,08.08.19,303-1211038-7467551,DPD Predict,01345057491601,13036907629955,,,
KL598354,KA529291,08.08.19,303-0904315-9033914,DPD Predict,01345057491631,40756353846179,,,
KL599046,KA530489,08.08.19,305-9516797-6822742,DPD Predict,01345057491597,29850008352371,,,
KL591945,KA523114,08.08.19,sand-MQFWLH4,GLS Normalpaket,352559719278,,,,
KL595482,KA526059,08.08.19,303-6510335-3524317,,352559721578,20908790630867,,,
KL590712,KA522085,08.08.19,304-1004530-6439525,GLS Normalpaket,352559719223,50909678885931,,,
KL597925,KA529596,08.08.19,306-3891834-4921910,GLS Normalpaket,352559722926,55574075010755,,,
KL590408,KA522135,08.08.19,304-7322804-8688323,GLS Normalpaket,352559719230,32321915104819,,,
KL591855,KA523010,08.08.19,sand-MZW9GH4,GLS Normalpaket,352559719247,,,,
KL591831,KA522959,08.08.19,sand-MSPCGH4,GLS Normalpaket,352559719254,,,,
KL591840,KA523023,08.08.19,sand-MWP3GH4,GLS Normalpaket,352559719261,,,,
KL591865,KA523005,08.08.19,sand-173901818004-2042497482007,GLS Normalpaket,352559719285,,,,
KL597931,KA529591,08.08.19,306-3141557-4812355,GLS Normalpaket,352559722933,24940338003155,,,
KL597753,KA529366,08.08.19,303-9573125-2329951,GLS Normalpaket,352559722896,69672518374603,,,
KL597577,KA529144,08.08.19,028-6659834-0866742,GLS Normalpaket,352559722940,30967834157227,,,
KL597526,KA529193,08.08.19,171-9730102-7841135,GLS Normalpaket,352559723312,43338931856035,,,
KL597788,KA529727,08.08.19,408-1943592-5632328,GLS Normalpaket,352559722902,26638003450683,,,
KL597793,KA529722,08.08.19,407-6812798-6242764,GLS Normalpaket,352559722919,08785338928331,,,
KL596835,KA527105,08.08.19,1908042039T7VYE,DPD Predict,01345057491525,,,,
KL597511,KA529206,08.08.19,302-1435480-6191528,DPD Predict,01345057491542,34567409159059,,,
KL597891,KA529626,08.08.19,306-7527910-0489943,DPD Predict,01345057491543,51762634542267,,,
KL598661,KA530186,08.08.19,303-0358799-4192325,DPD Predict,01345057491546,08269563121587,,,
KL599094,KA530446,08.08.19,305-5676810-0471526,DPD Predict,01345057491588,50317103369075,,,
KL595900,KA525696,08.08.19,028-3587591-6439524,DPD Predict,01345057491517,24375227688739,,,
KL599112,KA530430,08.08.19,305-4129431-8633968,DPD Predict,01345057491578,55943244058811,,,
KL591905,KA523055,08.08.19,sand-M1KDGH4,DPD Predict,01345057491529,,,,
KL593779,KA524244,08.08.19,305-0974943-0236307,DPD Predict,01345057491522,00850699257059,,,
KL593512,KA524486,08.08.19,306-0287396-0140321,DPD Predict,01345057491523,01349383731875,,,
KL591904,KA523055,08.08.19,sand-M1KDGH4,DPD Predict,01345057491530,,,,
KL596834,KA527105,08.08.19,1908042039T7VYE,DPD Predict,01345057491526,,,,
KL593536,KA524464,08.08.19,305-9133498-3433916,DPD Predict,01345057491531,02907913963795,,,
KL593688,KA524325,08.08.19,305-4135089-0537122,DPD Predict,01345057491540,19153531726091,,,
KL593537,KA524464,08.08.19,305-9133498-3433916,DPD Predict,01345057491532,02907913963795,,,
KL595273,KA526417,08.08.19,306-3186650-3097946,DPD Predict,01345057491541,56318304201235,,,
KL595933,KA525665,08.08.19,028-0636568-0970706,DPD Predict,01345057491527,62323517139403,,,
KL595898,KA525697,08.08.19,028-3605135-0838723,DPD Predict,01345057491535,52141793385763,,,
KL598515,KA530012,08.08.19,028-3942700-8574717,DPD Predict,01345057491549,60970497143083,,,
KL595899,KA525697,08.08.19,028-3605135-0838723,DPD Predict,01345057491536,52141793385763,,,
KL595769,KA525812,08.08.19,302-0095695-9992379,DPD Predict,01345057491537,39512223455251,,,
KL596992,KA528107,08.08.19,sand-123825456737-2139308426002,DPD Predict,01345057491533,,,,
KL596993,KA528107,08.08.19,sand-123825456737-2139308426002,DPD Predict,01345057491534,,,,
KL578178,KA511758,08.08.19,306-0567910-0420358,DPD Predict,01345057491625,,,,
