DO Number;Referenzbeleg;Date;Client Order Reference;Courier;Tracking Reference;Comission;Comission 2
KL577727;KA511098;23.07.2019;302-2729708-6813145;;352559619585;3,24315E+13;
KL578175;KA503201;23.07.2019;302-2806376-5073925;GLS Normalpaket;352559623445;2,49024E+13;
KL575519;KA508544;23.07.2019;302-2855089-1521918;DPD Predict;1345057486143;8,90144E+12;
KL569308;KA503203;23.07.2019;302-2858814-7121148;GLS Normalpaket;352559615952;3,99037E+13;
KL571354;KA504890;23.07.2019;302-2875019-4431562;GLS Normalpaket;352559624046;4,84297E+13;
KL577725;KA511100;23.07.2019;302-2919825-9305900;DPD Predict;1345057486317;6,20532E+13;
KL577148;KA510145;23.07.2019;302-3014978-2738749;DPD Predict;1345057486898;2,72726E+13;
KL577724;KA511101;23.07.2019;302-3021959-8229116;DPD Predict;1345057486293;5,03214E+13;
KL577147;KA510146;23.07.2019;302-3131095-0268319;GLS Normalpaket;352559612456;5,90061E+13;
KL574175;KA508555;23.07.2019;302-3179551-2364349;DPD Predict;1345057486882;6,01236E+13;
KL577146;KA510147;23.07.2019;302-3210902-0561118;;352559617369;6,53881E+12;
KL577145;KA510147;23.07.2019;302-3210902-0561118;;352559617376;6,53881E+12;
KL572151;KA506322;23.07.2019;302-3395512-9278750;GLS Normalpaket;352559622950;6,00185E+13;
KL577723;KA511102;23.07.2019;302-3488598-0834761;DPD Predict;1345057487120;2,60966E+13;
KL577721;KA511104;23.07.2019;302-3589913-3557967;;143233959376;3,84685E+13;
KL577720;KA511105;23.07.2019;302-3595412-6429127;GLS Paket OVL Berlin;102986794573;3,70403E+13;
KL569296;KA503215;23.07.2019;302-3630387-2602713;GLS Normalpaket;352559623964;3,37548E+13;
KL577718;KA511107;23.07.2019;302-3856975-8011538;GLS Normalpaket;352559614016;3,80424E+13;
KL577717;KA511107;23.07.2019;302-3856975-8011538;GLS Normalpaket;352559614023;3,44571E+12;
KL577716;KA511108;23.07.2019;302-3891236-9446715;GLS Normalpaket;352559612548;2,06659E+13;
KL569287;KA503223;23.07.2019;302-3959390-4599511;GLS Normalpaket;352559615969;5,90207E+13;
KL577143;KA510149;23.07.2019;302-4053131-9771502;GLS Paket OVL Berlin;102986794450;2,19509E+13;
KL574165;KA508563;23.07.2019;302-4073011-8015563;;352559622257;6,03068E+13;
KL577714;KA511110;23.07.2019;302-4082618-6100367;DPD Predict;1345057486089;5,62485E+13;
KL574164;KA508564;23.07.2019;302-4084450-8638709;DPD Predict;1345057486765;4,41441E+11;
KL577713;KA511111;23.07.2019;302-4126758-3138755;GLS Normalpaket;352559612739;3,56843E+13;
KL569277;KA503230;23.07.2019;302-4261244-1945908;DPD Predict;1345057486050;3,94254E+13;
KL574159;KA508568;23.07.2019;302-4308811-0695527;GLS Normalpaket;352559623520;4,43392E+13;
KL574157;KA508570;23.07.2019;302-4337865-1028342;;352559618717;1,73298E+13;
KL571323;KA504918;23.07.2019;302-4383896-1525906;;352559622158;5,01293E+13;
KL577142;KA510150;23.07.2019;302-4431293-1480366;GLS Normalpaket;352559623926;3,27873E+13;
KL569272;KA503234;23.07.2019;302-4530255-3830716;DPD Predict;1345057486670;4,03974E+13;
KL569273;KA503234;23.07.2019;302-4530255-3830716;DPD Predict;1345057486671;4,03974E+13;
KL574153;KA508574;23.07.2019;302-4567633-4365911;DPD Predict;1345057486144;3,29132E+13;
KL572138;KA506333;23.07.2019;302-4578964-5950702;DPD Predict;1345057486268;2,96389E+13;
KL577140;KA510152;23.07.2019;302-4579097-0907569;DPD Predict;1345057485961;1,03494E+13;
KL577711;KA511112;23.07.2019;302-4593187-8342752;DPD Predict;1345057486976;3,90407E+13;
KL577712;KA511112;23.07.2019;302-4593187-8342752;DPD Predict;1345057486977;3,90407E+13;
KL577710;KA511113;23.07.2019;302-4678581-7623501;;352559617390;5,90086E+13;
KL577709;KA511114;23.07.2019;302-4685988-7323569;;143233959581;3,28201E+13;
KL577708;KA511115;23.07.2019;302-4706382-2435514;;352559620390;5,28635E+13;
KL571302;KA504932;23.07.2019;302-4781538-5415559;GLS Normalpaket;352559615532;5,72606E+13;
KL574148;KA508579;23.07.2019;302-4836157-8801156;;352559622417;3,59425E+13;
KL574147;KA508579;23.07.2019;302-4836157-8801156;;352559622059;2,01136E+12;
KL574143;KA508582;23.07.2019;302-4887071-7949916;;352559620055;5,44372E+13;
KL574144;KA508582;23.07.2019;302-4887071-7949916;;352559620062;5,44372E+13;
KL571300;KA504934;23.07.2019;302-4962457-5543545;DPD Predict;1345057486501;7,12176E+12;
KL577707;KA511116;23.07.2019;302-4979252-6766769;DPD Predict;1345057486282;5,54252E+13;
KL577706;KA511117;23.07.2019;302-5012320-3613906;GLS Normalpaket;352559614030;1,37613E+13;
KL574137;KA508588;23.07.2019;302-5059084-5277912;GLS Normalpaket;352559613965;2,54798E+13;
KL578176;KA497589;23.07.2019;302-5096528-8909152;DPD Predict;1345057486874;6,05461E+12;
KL577705;KA511118;23.07.2019;302-5117583-8206730;DPD Predict;1345057487121;3,16494E+13;
KL574133;KA508592;23.07.2019;302-5180950-6700334;DPD Predict;1345057486145;5,34675E+12;
KL577703;KA511120;23.07.2019;302-5220176-1913950;GLS Paket OVL Berlin;102986794566;2,45869E+13;
KL571294;KA504940;23.07.2019;302-5300755-9369942;GLS Normalpaket;352559615662;2,72518E+13;
KL574127;KA508598;23.07.2019;302-5465355-6824327;;352559618724;3,16321E+13;
KL577702;KA511121;23.07.2019;302-5506731-9344332;DPD Predict;1345057486894;6,1316E+13;
KL577700;KA511122;23.07.2019;302-5579658-6841916;DPD Predict;1345057486305;1,44501E+13;
KL577701;KA511122;23.07.2019;302-5579658-6841916;DPD Predict;1345057486306;1,44501E+13;
KL577699;KA511122;23.07.2019;302-5579658-6841916;DPD Predict;1345057486307;1,44501E+13;
KL572133;KA506338;23.07.2019;302-5620004-9693160;DPD Predict;1345057486985;1,84303E+13;
KL574119;KA508606;23.07.2019;302-5706065-3522706;;352559620079;1,48345E+13;
KL574115;KA508608;23.07.2019;302-5759688-8066739;DPD Predict;1345057486513;3,1693E+13;
KL577138;KA510154;23.07.2019;302-5767226-3964338;DPD Predict;1345057486324;1,87895E+13;
KL577698;KA511123;23.07.2019;302-5849022-9351568;GLS Normalpaket;352559617147;3,7365E+12;
KL569228;KA503271;23.07.2019;302-5891579-7979510;DPD Predict;1345057486495;4,25503E+13;
KL577696;KA511125;23.07.2019;302-5896230-7173127;DPD Predict;1345057486810;1,80956E+11;
KL569226;KA503272;23.07.2019;302-5907054-3046722;DPD Predict;1345057486496;5,90669E+13;
KL569227;KA503272;23.07.2019;302-5907054-3046722;DPD Predict;1345057486497;5,90669E+13;
KL577695;KA511126;23.07.2019;302-5921473-0964356;DPD Predict;1345057486166;1,27793E+13;
KL573214;KA507334;23.07.2019;302-5986286-2677104;GLS Normalpaket;352559616102;4,46244E+13;
KL574111;KA508611;23.07.2019;302-6021257-1242723;DPD Predict;1345057486075;4,02981E+12;
KL577693;KA511128;23.07.2019;302-6127821-5611558;GLS Normalpaket;352559615372;4,53825E+13;
KL577692;KA511129;23.07.2019;302-6151231-6483558;GLS Normalpaket;352559616256;3,62382E+13;
KL574105;KA508617;23.07.2019;302-6253566-4821933;DPD Predict;1345057487051;5,51595E+13;
KL577691;KA511130;23.07.2019;302-6276011-7098714;GLS Normalpaket;352559623896;1,94837E+13;
KL577689;KA511132;23.07.2019;302-6421786-1289110;GLS Normalpaket;352559614900;2,12134E+13;
KL574093;KA508629;23.07.2019;302-6582155-2530736;DPD Predict;1345057486660;5,16368E+13;
KL574092;KA508630;23.07.2019;302-6584168-1138733;DPD Predict;1345057486401;2,9556E+13;
KL574091;KA508631;23.07.2019;302-6584968-7137936;GLS Normalpaket;352559615877;3,04057E+13;
KL577687;KA511134;23.07.2019;302-6636686-5858727;;352559620864;2,69299E+13;
KL577686;KA511134;23.07.2019;302-6636686-5858727;;352559620871;2,69299E+13;
KL574089;KA508633;23.07.2019;302-6670344-6687565;DPD Predict;1345057486108;7,03555E+13;
KL577685;KA511135;23.07.2019;302-6718414-0024339;;352559619592;1,91879E+13;
KL577684;KA511135;23.07.2019;302-6718414-0024339;;352559619608;1,91879E+13;
KL574085;KA508637;23.07.2019;302-6830710-1737948;;352559621540;4,8463E+13;
KL577137;KA510155;23.07.2019;302-6857115-7880361;;352559617604;1,89152E+13;
KL577136;KA510155;23.07.2019;302-6857115-7880361;;352559617611;1,89152E+13;
KL574080;KA508641;23.07.2019;302-6993906-7427508;DPD Predict;1345057487052;1,09125E+13;
KL577132;KA510157;23.07.2019;302-7004844-1166729;;143233959246;3,40289E+13;
KL577133;KA510157;23.07.2019;302-7004844-1166729;DPD Predict;1345057486087;6,93711E+13;
KL574074;KA508644;23.07.2019;302-7067038-3333140;DPD Predict;1345057486871;2,44674E+12;
KL574075;KA508644;23.07.2019;302-7067038-3333140;DPD Predict;1345057486872;2,44674E+12;
KL573208;KA507338;23.07.2019;302-7086235-9793949;GLS Normalpaket;352559621793;2,12449E+13;
KL573210;KA507338;23.07.2019;302-7086235-9793949;GLS Normalpaket;352559621625;;
KL577681;KA511137;23.07.2019;302-7206382-9618727;DPD Predict;1345057486001;5,17105E+13;
KL574065;KA508651;23.07.2019;302-7335569-8924326;;352559621731;4,81449E+12;
KL574066;KA508651;23.07.2019;302-7335569-8924326;;352559621748;4,81449E+12;
KL577131;KA510158;23.07.2019;302-7378145-4221965;GLS Normalpaket;352559614832;9,50216E+12;
KL577130;KA510159;23.07.2019;302-7588399-1849925;GLS Normalpaket;352559614849;6,57143E+13;
KL574058;KA508657;23.07.2019;302-7614570-8573142;GLS Normalpaket;352559613316;2,79846E+13;
KL574056;KA508658;23.07.2019;302-7654415-7708337;GLS Normalpaket;352559615266;2,2462E+13;
KL574052;KA508661;23.07.2019;302-7730046-9046758;;143233958546;5,89798E+13;
KL571253;KA504979;23.07.2019;302-7732078-4269169;;352559622400;2,53441E+13;
KL574051;KA508662;23.07.2019;302-7793465-1586725;DPD Predict;1345057486925;1,06983E+13;
KL577675;KA511142;23.07.2019;302-7816052-5190769;GLS Normalpaket;352559614047;5,93055E+13;
KL574050;KA508663;23.07.2019;302-7837539-5230734;GLS Normalpaket;352559613972;6,44025E+13;
KL577674;KA511143;23.07.2019;302-7838819-2929962;;352559621830;3,83911E+13;
KL577673;KA511143;23.07.2019;302-7838819-2929962;;352559617734;2,48161E+12;
KL574048;KA508665;23.07.2019;302-7953228-5221131;;143233959079;1,41526E+13;
KL000613Mega;KA508667;23.07.2019;302-8001034-9116335;GLS Normalpaket;352559615006;5,01788E+13;
KL577129;KA510160;23.07.2019;302-8045801-2363521;DPD Predict;1345057486325;6,09528E+13;
KL577128;KA510161;23.07.2019;302-8074021-6741941;GLS Normalpaket;352559617246;6,00973E+13;
KL577672;KA511144;23.07.2019;302-8121977-1445122;;352559617406;5,55474E+13;
KL577671;KA511144;23.07.2019;302-8121977-1445122;;352559617413;5,55474E+13;
KL577127;KA510162;23.07.2019;302-8136689-3263541;DPD Predict;1345057486256;6,76382E+13;
KL577126;KA510162;23.07.2019;302-8136689-3263541;DPD Predict;1345057486890;2,87636E+13;
KL577670;KA511145;23.07.2019;302-8145630-8058704;DPD Predict;1345057486002;5,12168E+13;
KL577669;KA511145;23.07.2019;302-8145630-8058704;DPD Predict;1345057486003;1,58871E+13;
KL569176;KA503320;23.07.2019;302-8231321-2622714;GLS Normalpaket;352559615976;5,82859E+13;
KL577667;KA511147;23.07.2019;302-8329730-1095544;DPD Predict;1345057486283;30190293651;
KL565848;KA500385;23.07.2019;302-8346863-5309927;DPD Predict;1345057486493;6,63814E+13;
KL577664;KA511150;23.07.2019;302-8465360-9235505;DPD Predict;1345057486284;3,17531E+13;
KL574033;KA508680;23.07.2019;302-8520600-1965961;GLS Normalpaket;352559616164;5,61668E+13;
KL577663;KA511151;23.07.2019;302-8583264-8521926;GLS Normalpaket;352559612562;4,42686E+13;
KL577662;KA511152;23.07.2019;302-8616990-7295564;DPD Predict;1345057486522;1,29519E+13;
KL577661;KA511152;23.07.2019;302-8616990-7295564;DPD Predict;1345057486521;1,29519E+13;
KL577660;KA511153;23.07.2019;302-8662144-3497915;GLS Normalpaket;352559616850;4,85618E+13;
KL577659;KA511154;23.07.2019;302-8691644-7765168;;143233958959;5,63074E+13;
KL577658;KA511155;23.07.2019;302-8691817-4134765;DPD Predict;1345057486370;6,12431E+13;
KL577124;KA510164;23.07.2019;302-8766868-2998720;GLS Normalpaket;352559617253;1,60521E+13;
KL569156;KA503335;23.07.2019;302-8773455-2875547;DPD Predict;1345057486288;3,02733E+13;
KL577657;KA511156;23.07.2019;302-8829295-1440345;DPD Predict;1345057487122;2,48199E+13;
KL577656;KA511157;23.07.2019;302-8835361-9714741;;143233958942;2,4136E+13;
KL577655;KA511158;23.07.2019;302-8864933-5417114;GLS Normalpaket;352559612876;1,26914E+13;
KL577123;KA510165;23.07.2019;302-8914400-9384365;;352559621175;3,4197E+13;
KL577654;KA511159;23.07.2019;302-8955696-3070751;GLS Normalpaket;352559612890;4,96826E+13;
KL574023;KA508690;23.07.2019;302-8970773-3666757;GLS Normalpaket;352559614290;5,39245E+13;
KL577653;KA511160;23.07.2019;302-9023987-2253925;GLS Normalpaket;352559612883;1,98447E+13;
KL573193;KA507352;23.07.2019;302-9099439-2134718;DPD Predict;1345057486532;4,87965E+13;
KL577650;KA511162;23.07.2019;302-9153228-5769145;GLS Normalpaket;352559612913;5,95233E+13;
KL577649;KA511162;23.07.2019;302-9153228-5769145;GLS Normalpaket;352559612906;5,95233E+13;
KL577651;KA511162;23.07.2019;302-9153228-5769145;GLS Normalpaket;352559612920;5,95233E+13;
KL574018;KA508695;23.07.2019;302-9164917-9357156;DPD Predict;1345057485911;1,16661E+13;
KL574017;KA508695;23.07.2019;302-9164917-9357156;DPD Predict;1345057485912;1,16661E+13;
KL577648;KA511163;23.07.2019;302-9243481-0544324;;352559621106;4,45288E+13;
KL574015;KA508697;23.07.2019;302-9252864-0191520;GLS Normalpaket;352559615044;7,6918E+12;
KL574014;KA508698;23.07.2019;302-9257266-7053138;GLS Normalpaket;352559623650;2,39294E+13;
KL574007;KA508704;23.07.2019;302-9434506-6397918;DPD Predict;1345057486076;4,2962E+12;
KL577644;KA511165;23.07.2019;302-9598975-2073926;DPD Predict;1345057486480;2,27467E+13;
KL577645;KA511165;23.07.2019;302-9598975-2073926;;352559619615;5,76528E+13;
KL577646;KA511165;23.07.2019;302-9598975-2073926;;352559619622;5,76528E+13;
KL577643;KA511166;23.07.2019;302-9601179-6072357;DPD Predict;1345057487123;1,96891E+13;
KL574006;KA508705;23.07.2019;302-9626534-5271548;GLS Normalpaket;352559615884;5,81935E+13;
KL577642;KA511167;23.07.2019;302-9640338-9198761;;143233959369;2,58004E+13;
KL574004;KA508707;23.07.2019;302-9672577-8997941;GLS Normalpaket;352559615051;3,52254E+13;
KL573999;KA508712;23.07.2019;302-9788926-6217914;DPD Predict;1345057485959;2,25187E+13;
KL573996;KA508715;23.07.2019;302-9874258-8681156;;352559618731;6,98756E+13;
KL573995;KA508716;23.07.2019;302-9909852-0066711;;143233959062;2,23526E+13;
KL577638;KA511170;23.07.2019;303-0073298-1138718;;143233958935;4,83465E+13;
KL577636;KA511171;23.07.2019;303-0142611-2533128;GLS Normalpaket;352559616669;3,22919E+12;
KL577637;KA511171;23.07.2019;303-0142611-2533128;GLS Normalpaket;352559616676;3,22919E+12;
KL575518;KA508720;23.07.2019;303-0172812-9705921;GLS Normalpaket;352559615891;1,76421E+13;
KL575517;KA508721;23.07.2019;303-0176375-3771544;GLS Normalpaket;352559617222;2,7883E+13;
KL577635;KA511172;23.07.2019;303-0191871-1232339;GLS Normalpaket;352559615389;2,91633E+13;
KL577634;KA511173;23.07.2019;303-0274314-0405934;;352559621113;1,437E+13;
KL577633;KA511174;23.07.2019;303-0363988-2792319;GLS Paket OVL Berlin;102986794559;1,26241E+13;
KL575510;KA508727;23.07.2019;303-0423435-8149934;;143233958560;3,57997E+13;
KL575509;KA508728;23.07.2019;303-0487699-1547552;;352559622066;6,3325E+12;
KL577631;KA511175;23.07.2019;303-0644315-4898761;GLS Normalpaket;352559614481;1,83153E+13;
KL577632;KA511175;23.07.2019;303-0644315-4898761;GLS Normalpaket;352559614054;5,27962E+13;
KL577630;KA511176;23.07.2019;303-0810484-3433942;GLS Normalpaket;352559614498;1,96276E+13;
KL575503;KA508734;23.07.2019;303-0825644-0937908;;352559620086;3,83136E+13;
KL575502;KA508734;23.07.2019;303-0825644-0937908;;352559620093;3,83136E+13;
KL577629;KA511177;23.07.2019;303-0832377-6257101;GLS Normalpaket;352559623841;3,6428E+12;
KL575501;KA508735;23.07.2019;303-0939640-0238741;GLS Normalpaket;352559622912;4,30614E+13;
KL575499;KA508737;23.07.2019;303-1035169-9868356;GLS Normalpaket;352559615273;6,91863E+13;
KL000611Mega;KA508739;23.07.2019;303-1081238-3393964;GLS Normalpaket;352559615020;6,12149E+13;
KL575496;KA508740;23.07.2019;303-1099883-4716366;;352559621878;1,73974E+13;
KL575495;KA508741;23.07.2019;303-1110347-8510728;;143233959109;2,56827E+13;
KL575493;KA508743;23.07.2019;303-1129848-7817168;DPD Predict;1345057486191;2,763E+13;
KL575491;KA508745;23.07.2019;303-1183318-1745946;DPD Predict;1345057486310;3,9863E+13;
KL577627;KA511179;23.07.2019;303-1233033-9584312;GLS Normalpaket;352559623162;5,14268E+13;
KL577626;KA511180;23.07.2019;303-1351328-9295537;DPD Predict;1345057486895;5,31695E+13;
KL575484;KA508751;23.07.2019;303-1416206-4638713;GLS Normalpaket;352559613323;5,3393E+13;
KL577624;KA511182;23.07.2019;303-1508859-7421953;GLS Normalpaket;352559614917;2,96544E+13;
KL577623;KA511183;23.07.2019;303-1550852-8913935;GLS Normalpaket;352559623858;1,46866E+13;
KL570562;KA505035;23.07.2019;303-1588813-5896347;;352559622448;3,3532E+13;
KL575476;KA508759;23.07.2019;303-1631513-3668316;GLS Normalpaket;352559612241;2,7042E+13;
KL575475;KA508760;23.07.2019;303-1666638-7011544;DPD Predict;1345057486471;5,1111E+13;
KL572075;KA506391;23.07.2019;303-1846704-4351564;DPD Predict;1345057486508;1,20792E+13;
KL575473;KA508762;23.07.2019;303-1886007-0348317;;352559620758;2,82337E+13;
KL577622;KA511184;23.07.2019;303-1913372-1943546;;352559617697;5,88203E+13;
KL575472;KA508763;23.07.2019;303-1931043-9554703;GLS Normalpaket;352559615907;2,63445E+13;
KL575471;KA508764;23.07.2019;303-1942755-5569139;GLS Normalpaket;352559612258;3,90924E+13;
KL573172;KA507370;23.07.2019;303-2057611-3721153;GLS Normalpaket;352559616416;6,316E+13;
KL573173;KA507370;23.07.2019;303-2057611-3721153;GLS Normalpaket;352559616423;6,316E+13;
KL000610Mega;KA508769;23.07.2019;303-2079978-5535542;GLS Normalpaket;352559614665;3,66619E+13;
KL577621;KA511185;23.07.2019;303-2086324-3309914;;352559617444;9,10867E+12;
KL575463;KA508772;23.07.2019;303-2103543-9741958;GLS Normalpaket;352559613330;5,84281E+12;
KL575461;KA508774;23.07.2019;303-2164693-7408350;;352559618755;1,93316E+13;
KL575460;KA508775;23.07.2019;303-2169918-7992332;;352559618748;5,89891E+13;
KL575459;KA508776;23.07.2019;303-2188858-5813913;DPD Predict;1345057487053;5,38847E+13;
KL572069;KA506397;23.07.2019;303-2310770-6443542;DPD Predict;1345057486509;6,74569E+12;
KL577620;KA511186;23.07.2019;303-2376897-1821167;DPD Predict;1345057486371;4,35728E+12;
KL577619;KA511187;23.07.2019;303-2446306-9017968;GLS Normalpaket;352559623599;4,96239E+13;
KL575454;KA508781;23.07.2019;303-2449375-8202730;GLS Normalpaket;352559613989;1,51638E+12;
KL575452;KA508783;23.07.2019;303-2480859-5341108;GLS Normalpaket;352559612265;1,81507E+13;
KL577618;KA511188;23.07.2019;303-2664195-9774726;DPD Predict;1345057486967;1,87933E+13;
KL575448;KA508787;23.07.2019;303-2670213-9908366;GLS Normalpaket;352559612272;6,19445E+13;
KL577617;KA511189;23.07.2019;303-2699749-1789915;;143233958928;6,25455E+13;
KL575446;KA508789;23.07.2019;303-2847073-1749945;GLS Normalpaket;352559613347;2,94563E+13;
KL577117;KA510170;23.07.2019;303-2847190-4649144;DPD Predict;1345057486402;3,72234E+12;
KL575440;KA508795;23.07.2019;303-3009792-1514734;;352559621823;6,85403E+13;
KL575438;KA508797;23.07.2019;303-3099581-8524342;DPD Predict;1345057486926;6,68049E+13;
KL577616;KA511190;23.07.2019;303-3115494-3094703;DPD Predict;1345057487124;2,22839E+13;
KL570538;KA505055;23.07.2019;303-3145487-6017123;GLS Normalpaket;352559622943;3,62861E+12;
KL577615;KA511191;23.07.2019;303-3163214-0626723;GLS Normalpaket;352559615174;5,83828E+13;
KL577614;KA511191;23.07.2019;303-3163214-0626723;GLS Normalpaket;352559623698;2,37859E+13;
KL575436;KA508799;23.07.2019;303-3194665-2382712;DPD Predict;1345057486767;8,55278E+12;
KL575435;KA508800;23.07.2019;303-3250058-1538726;GLS Normalpaket;352559614672;5,24943E+13;
KL575434;KA508801;23.07.2019;303-3288520-3790716;GLS Normalpaket;352559614306;3,83361E+13;
KL575433;KA508802;23.07.2019;303-3327664-3806729;;143233959093;4,41125E+12;
KL575431;KA508804;23.07.2019;303-3402628-7170710;GLS Normalpaket;352559615914;3,69699E+12;
KL577613;KA511192;23.07.2019;303-3441652-5787537;DPD Predict;1345057486259;1,36327E+13;
KL575428;KA508807;23.07.2019;303-3501362-4538739;DPD Predict;1345057487054;1,26721E+13;
KL572058;KA506408;23.07.2019;303-3511204-0510707;;352559622516;4,45989E+13;
KL573166;KA507375;23.07.2019;303-3522481-6437938;GLS Normalpaket;352559615693;2,31591E+13;
KL575426;KA508809;23.07.2019;303-3638986-1696322;DPD Predict;1345057486204;3,0406E+13;
KL570526;KA505065;23.07.2019;303-3663479-4618744;DPD Predict;1345057486059;5,12178E+13;
KL575424;KA508811;23.07.2019;303-3672823-5938740;GLS Normalpaket;352559612289;3,43202E+11;
KL577612;KA511193;23.07.2019;303-3681259-7690710;;143233959529;3,14562E+13;
KL575419;KA508816;23.07.2019;303-3715668-0349158;GLS Normalpaket;352559616614;5,96959E+13;
KL577611;KA511194;23.07.2019;303-3723351-4515568;DPD Predict;1345057486906;5,97083E+13;
KL575418;KA508817;23.07.2019;303-3725702-2748361;;352559620765;5,22651E+13;
